T	Origin	Destination	Count
47	0	1	0.8
47	0	2	0.8
47	0	3	0.8
47	1	0	0.8
47	1	2	0.8
47	1	3	0.8
47	2	0	0.8
47	2	1	0.8
47	2	3	0.8
47	3	0	0.8
47	3	1	0.8
47	3	2	0.8
46	0	1	0.8
46	0	2	0.8
46	0	3	0.8
46	1	0	0.8
46	1	2	0.8
46	1	3	0.8
46	2	0	0.8
46	2	1	0.8
46	2	3	0.8
46	3	0	0.8
46	3	1	0.8
46	3	2	0.8
45	0	1	0.8
45	0	2	0.8
45	0	3	0.8
45	1	0	0.8
45	1	2	0.8
45	1	3	0.8
45	2	0	0.8
45	2	1	0.8
45	2	3	0.8
45	3	0	0.8
45	3	1	0.8
45	3	2	0.8
44	0	1	0.8
44	0	2	0.8
44	0	3	0.8
44	1	0	0.8
44	1	2	0.8
44	1	3	0.8
44	2	0	0.8
44	2	1	0.8
44	2	3	0.8
44	3	0	0.8
44	3	1	0.8
44	3	2	0.8
43	0	1	0.8
43	0	2	0.8
43	0	3	0.8
43	1	0	0.8
43	1	2	0.8
43	1	3	0.8
43	2	0	0.8
43	2	1	0.8
43	2	3	0.8
43	3	0	0.8
43	3	1	0.8
43	3	2	0.8
42	0	1	0.8
42	0	2	0.8
42	0	3	0.8
42	1	0	0.8
42	1	2	0.8
42	1	3	0.8
42	2	0	0.8
42	2	1	0.8
42	2	3	0.8
42	3	0	0.8
42	3	1	0.8
42	3	2	0.8
41	0	1	0.8
41	0	2	0.8
41	0	3	0.8
41	1	0	0.8
41	1	2	0.8
41	1	3	0.8
41	2	0	0.8
41	2	1	0.8
41	2	3	0.8
41	3	0	0.8
41	3	1	0.8
41	3	2	0.8
40	0	1	0.8
40	0	2	0.8
40	0	3	0.8
40	1	0	0.8
40	1	2	0.8
40	1	3	0.8
40	2	0	0.8
40	2	1	0.8
40	2	3	0.8
40	3	0	0.8
40	3	1	0.8
40	3	2	0.8
39	0	1	0.8
39	0	2	0.8
39	0	3	0.8
39	1	0	0.8
39	1	2	0.8
39	1	3	0.8
39	2	0	0.8
39	2	1	0.8
39	2	3	0.8
39	3	0	0.8
39	3	1	0.8
39	3	2	0.8
38	0	1	0.8
38	0	2	0.8
38	0	3	0.8
38	1	0	0.8
38	1	2	0.8
38	1	3	0.8
38	2	0	0.8
38	2	1	0.8
38	2	3	0.8
38	3	0	0.8
38	3	1	0.8
38	3	2	0.8
37	0	1	0.8
37	0	2	0.8
37	0	3	0.8
37	1	0	0.8
37	1	2	0.8
37	1	3	0.8
37	2	0	0.8
37	2	1	0.8
37	2	3	0.8
37	3	0	0.8
37	3	1	0.8
37	3	2	0.8
36	0	1	0.8
36	0	2	0.8
36	0	3	0.8
36	1	0	0.8
36	1	2	0.8
36	1	3	0.8
36	2	0	0.8
36	2	1	0.8
36	2	3	0.8
36	3	0	0.8
36	3	1	0.8
36	3	2	0.8
35	0	1	0.8
35	0	2	0.8
35	0	3	0.8
35	1	0	0.8
35	1	2	0.8
35	1	3	0.8
35	2	0	0.8
35	2	1	0.8
35	2	3	0.8
35	3	0	0.8
35	3	1	0.8
35	3	2	0.8
34	0	1	0.8
34	0	2	0.8
34	0	3	0.8
34	1	0	0.8
34	1	2	0.8
34	1	3	0.8
34	2	0	0.8
34	2	1	0.8
34	2	3	0.8
34	3	0	0.8
34	3	1	0.8
34	3	2	0.8
33	0	1	0.8
33	0	2	0.8
33	0	3	0.8
33	1	0	0.8
33	1	2	0.8
33	1	3	0.8
33	2	0	0.8
33	2	1	0.8
33	2	3	0.8
33	3	0	0.8
33	3	1	0.8
33	3	2	0.8
32	0	1	0.8
32	0	2	0.8
32	0	3	0.8
32	1	0	0.8
32	1	2	0.8
32	1	3	0.8
32	2	0	0.8
32	2	1	0.8
32	2	3	0.8
32	3	0	0.8
32	3	1	0.8
32	3	2	0.8
31	0	1	0.8
31	0	2	0.8
31	0	3	0.8
31	1	0	0.8
31	1	2	0.8
31	1	3	0.8
31	2	0	0.8
31	2	1	0.8
31	2	3	0.8
31	3	0	0.8
31	3	1	0.8
31	3	2	0.8
30	0	1	0.8
30	0	2	0.8
30	0	3	0.8
30	1	0	0.8
30	1	2	0.8
30	1	3	0.8
30	2	0	0.8
30	2	1	0.8
30	2	3	0.8
30	3	0	0.8
30	3	1	0.8
30	3	2	0.8
29	0	1	0.8
29	0	2	0.8
29	0	3	0.8
29	1	0	0.8
29	1	2	0.8
29	1	3	0.8
29	2	0	0.8
29	2	1	0.8
29	2	3	0.8
29	3	0	0.8
29	3	1	0.8
29	3	2	0.8
28	0	1	0.8
28	0	2	0.8
28	0	3	0.8
28	1	0	0.8
28	1	2	0.8
28	1	3	0.8
28	2	0	0.8
28	2	1	0.8
28	2	3	0.8
28	3	0	0.8
28	3	1	0.8
28	3	2	0.8
27	0	1	0.8
27	0	2	0.8
27	0	3	0.8
27	1	0	0.8
27	1	2	0.8
27	1	3	0.8
27	2	0	0.8
27	2	1	0.8
27	2	3	0.8
27	3	0	0.8
27	3	1	0.8
27	3	2	0.8
26	0	1	0.8
26	0	2	0.8
26	0	3	0.8
26	1	0	0.8
26	1	2	0.8
26	1	3	0.8
26	2	0	0.8
26	2	1	0.8
26	2	3	0.8
26	3	0	0.8
26	3	1	0.8
26	3	2	0.8
25	0	1	0.8
25	0	2	0.8
25	0	3	0.8
25	1	0	0.8
25	1	2	0.8
25	1	3	0.8
25	2	0	0.8
25	2	1	0.8
25	2	3	0.8
25	3	0	0.8
25	3	1	0.8
25	3	2	0.8
24	0	1	0.8
24	0	2	0.8
24	0	3	0.8
24	1	0	0.8
24	1	2	0.8
24	1	3	0.8
24	2	0	0.8
24	2	1	0.8
24	2	3	0.8
24	3	0	0.8
24	3	1	0.8
24	3	2	0.8
23	0	1	0.8
23	0	2	0.8
23	0	3	0.8
23	1	0	0.8
23	1	2	0.8
23	1	3	0.8
23	2	0	0.8
23	2	1	0.8
23	2	3	0.8
23	3	0	0.8
23	3	1	0.8
23	3	2	0.8
22	0	1	0.8
22	0	2	0.8
22	0	3	0.8
22	1	0	0.8
22	1	2	0.8
22	1	3	0.8
22	2	0	0.8
22	2	1	0.8
22	2	3	0.8
22	3	0	0.8
22	3	1	0.8
22	3	2	0.8
21	0	1	0.8
21	0	2	0.8
21	0	3	0.8
21	1	0	0.8
21	1	2	0.8
21	1	3	0.8
21	2	0	0.8
21	2	1	0.8
21	2	3	0.8
21	3	0	0.8
21	3	1	0.8
21	3	2	0.8
20	0	1	0.8
20	0	2	0.8
20	0	3	0.8
20	1	0	0.8
20	1	2	0.8
20	1	3	0.8
20	2	0	0.8
20	2	1	0.8
20	2	3	0.8
20	3	0	0.8
20	3	1	0.8
20	3	2	0.8
19	0	1	0.8
19	0	2	0.8
19	0	3	0.8
19	1	0	0.8
19	1	2	0.8
19	1	3	0.8
19	2	0	0.8
19	2	1	0.8
19	2	3	0.8
19	3	0	0.8
19	3	1	0.8
19	3	2	0.8
18	0	1	0.8
18	0	2	0.8
18	0	3	0.8
18	1	0	0.8
18	1	2	0.8
18	1	3	0.8
18	2	0	0.8
18	2	1	0.8
18	2	3	0.8
18	3	0	0.8
18	3	1	0.8
18	3	2	0.8
17	0	1	0.8
17	0	2	0.8
17	0	3	0.8
17	1	0	0.8
17	1	2	0.8
17	1	3	0.8
17	2	0	0.8
17	2	1	0.8
17	2	3	0.8
17	3	0	0.8
17	3	1	0.8
17	3	2	0.8
16	0	1	0.8
16	0	2	0.8
16	0	3	0.8
16	1	0	0.8
16	1	2	0.8
16	1	3	0.8
16	2	0	0.8
16	2	1	0.8
16	2	3	0.8
16	3	0	0.8
16	3	1	0.8
16	3	2	0.8
15	0	1	0.8
15	0	2	0.8
15	0	3	0.8
15	1	0	0.8
15	1	2	0.8
15	1	3	0.8
15	2	0	0.8
15	2	1	0.8
15	2	3	0.8
15	3	0	0.8
15	3	1	0.8
15	3	2	0.8
14	0	1	0.8
14	0	2	0.8
14	0	3	0.8
14	1	0	0.8
14	1	2	0.8
14	1	3	0.8
14	2	0	0.8
14	2	1	0.8
14	2	3	0.8
14	3	0	0.8
14	3	1	0.8
14	3	2	0.8
13	0	1	0.8
13	0	2	0.8
13	0	3	0.8
13	1	0	0.8
13	1	2	0.8
13	1	3	0.8
13	2	0	0.8
13	2	1	0.8
13	2	3	0.8
13	3	0	0.8
13	3	1	0.8
13	3	2	0.8
12	0	1	0.8
12	0	2	0.8
12	0	3	0.8
12	1	0	0.8
12	1	2	0.8
12	1	3	0.8
12	2	0	0.8
12	2	1	0.8
12	2	3	0.8
12	3	0	0.8
12	3	1	0.8
12	3	2	0.8
11	0	1	0.8
11	0	2	0.8
11	0	3	0.8
11	1	0	0.8
11	1	2	0.8
11	1	3	0.8
11	2	0	0.8
11	2	1	0.8
11	2	3	0.8
11	3	0	0.8
11	3	1	0.8
11	3	2	0.8
10	0	1	0.8
10	0	2	0.8
10	0	3	0.8
10	1	0	0.8
10	1	2	0.8
10	1	3	0.8
10	2	0	0.8
10	2	1	0.8
10	2	3	0.8
10	3	0	0.8
10	3	1	0.8
10	3	2	0.8
9	0	1	0.8
9	0	2	0.8
9	0	3	0.8
9	1	0	0.8
9	1	2	0.8
9	1	3	0.8
9	2	0	0.8
9	2	1	0.8
9	2	3	0.8
9	3	0	0.8
9	3	1	0.8
9	3	2	0.8
8	0	1	0.8
8	0	2	0.8
8	0	3	0.8
8	1	0	0.8
8	1	2	0.8
8	1	3	0.8
8	2	0	0.8
8	2	1	0.8
8	2	3	0.8
8	3	0	0.8
8	3	1	0.8
8	3	2	0.8
7	0	1	0.8
7	0	2	0.8
7	0	3	0.8
7	1	0	0.8
7	1	2	0.8
7	1	3	0.8
7	2	0	0.8
7	2	1	0.8
7	2	3	0.8
7	3	0	0.8
7	3	1	0.8
7	3	2	0.8
6	0	1	0.8
6	0	2	0.8
6	0	3	0.8
6	1	0	0.8
6	1	2	0.8
6	1	3	0.8
6	2	0	0.8
6	2	1	0.8
6	2	3	0.8
6	3	0	0.8
6	3	1	0.8
6	3	2	0.8
5	0	1	0.8
5	0	2	0.8
5	0	3	0.8
5	1	0	0.8
5	1	2	0.8
5	1	3	0.8
5	2	0	0.8
5	2	1	0.8
5	2	3	0.8
5	3	0	0.8
5	3	1	0.8
5	3	2	0.8
4	0	1	0.8
4	0	2	0.8
4	0	3	0.8
4	1	0	0.8
4	1	2	0.8
4	1	3	0.8
4	2	0	0.8
4	2	1	0.8
4	2	3	0.8
4	3	0	0.8
4	3	1	0.8
4	3	2	0.8
3	0	1	0.8
3	0	2	0.8
3	0	3	0.8
3	1	0	0.8
3	1	2	0.8
3	1	3	0.8
3	2	0	0.8
3	2	1	0.8
3	2	3	0.8
3	3	0	0.8
3	3	1	0.8
3	3	2	0.8
2	0	1	0.8
2	0	2	0.8
2	0	3	0.8
2	1	0	0.8
2	1	2	0.8
2	1	3	0.8
2	2	0	0.8
2	2	1	0.8
2	2	3	0.8
2	3	0	0.8
2	3	1	0.8
2	3	2	0.8
1	0	1	0.8
1	0	2	0.8
1	0	3	0.8
1	1	0	0.8
1	1	2	0.8
1	1	3	0.8
1	2	0	0.8
1	2	1	0.8
1	2	3	0.8
1	3	0	0.8
1	3	1	0.8
1	3	2	0.8
0	0	1	0.8
0	0	2	0.8
0	0	3	0.8
0	1	0	0.8
0	1	2	0.8
0	1	3	0.8
0	2	0	0.8
0	2	1	0.8
0	2	3	0.8
0	3	0	0.8
0	3	1	0.8
0	3	2	0.8
